id,nome,email,data_nascimento,cpf,telefone,salario,ativo,ultima_compra,categoria_cliente,observacoes
6373,Aurora da Paz,mda-rocha@example.com,2003-02-14,524.681.739-37,+55 (081) 9947 6805,7147.28,não,22/02/2024,bronze,
6374,Marina Marques,fernandesdanilo@example.com,1944-08-16,301.748.695-84,51 3625 3263,19145.48,,,,
6375,João Lucas Viana,josegarcia@example.net,2003-01-04,691.408.735-01,,18947.75,,09/05/2024,prata,
6376,Davi Miguel Rodrigues,maria-sophiacosta@example.org,1952-02-22,803.472.569-29,+55 61 3180 7180,4699.16,não,29/05/2024,,
6377,Benício Borges,vmoura@example.net,1986-11-04,712.058.496-02,(011) 6072-5699,18925.83,True,26/11/2023,bronze,
6378,Lara Mendes,lmontenegro@example.net,1994-11-10,409.257.861-01,0800-155-6903,20468.88,sim,14/04/2025,bronze,
6379,Gustavo da Paz,caio02@example.org,1958-05-25,617.384.509-10,+55 (071) 1067 5782,17277.74,não,21/05/2024,ouro,
6380,Kamilly Novais,theo76@example.net,1957-03-09,042.958.136-05,(031) 1201-0250,18909.21,True,17/12/2024,,Aperiam unde voluptatum aliquam eaque soluta.
6381,Vicente Novais,igoralbuquerque@example.org,1945-06-28,710.853.246-80,+55 51 4914 3994,1645.46,não,19/06/2023,,
6382,,aurorapinto@example.net,1950-04-19,864.195.732-46,21 1788 8316,24557.08,sim,28/07/2024,,
6383,Liam Montenegro,silvaryan@example.net,1966-07-20,541.078.692-02,(084) 2677 6537,5615.46,sim,11/02/2024,prata,
6384,Luiz Fernando Rezende,yrodrigues@example.net,1997-10-31,609.328.571-59,+55 (061) 2293-8243,20723.79,sim,07/12/2023,ouro,
6385,Ayla Correia,nnogueira@example.com,1991-10-28,00000000000,41 3697 9758,9264.34,False,30/12/2023,,
6386,Sr. Marcos Vinicius Abreu,britocamila@example.org,1953-03-19,285.704.396-10,21 1721 1353,20120.78,não,,bronze,Eum quae exercitationem quae libero eaque soluta itaque cum assumenda.
6387,Eloah Sales,rezendedaniela@example.net,1977-04-22,425.017.698-30,(011) 0961-9288,9200.26,,13/07/2023,diamante,Fugit praesentium quos a unde deserunt ipsum repellendus.
6388,Gael Pereira,maria-luisamelo@example.net,1974-02-08,915.406.287-01,81 5004-7948,8416.0,sim,03/08/2023,ouro,
6389,Sarah das Neves,vitoria10@example.net,1973-07-06,850.673.491-66,+55 51 2157 3894,23720.25,False,09/12/2023,bronze,
6390,Gustavo Henrique da Mota,carvalhoana-carolina@example.com,1994-02-17,245.701.638-07,,22103.33,não,10/10/2024,prata,Tempore consectetur atque nesciunt pariatur perspiciatis voluptatibus repellendus.
6391,Maria Isis Albuquerque,camposandre@example.net,1970-07-05,063.759.124-07,+55 51 4705 5757,,sim,23/07/2024,,
6392,Heloísa Aragão,peixotomaria-cecilia@example.org,1969-07-04,460.752.918-49,+55 (011) 7301-2862,17900.69,sim,29/11/2023,ouro,Ipsa quod reprehenderit beatae fugiat voluptate tempore nobis.
6393,Dr. Oliver Santos,barrosgustavo@example.net,1953-01-10,00000000000,+55 (071) 5126 1006,19634.17,sim,29/05/2023,bronze,
6394,Alexandre Sales,gomesjoao-gabriel@example.net,1973-07-03,351.762.980-40,84 6748-2134,23796.85,False,27/05/2024,bronze,A excepturi rem possimus adipisci magnam non voluptates excepturi ut provident.
6395,Sophie Cavalcanti,henry36@example.org,1973-01-17,962.475.813-19,31 7816 3280,8648.02,sim,30/06/2024,ouro,
6396,Luiz Felipe Machado,xmelo@example.org,1998-07-01,468.015.937-57,11 0102-2658,6847.98,não,23/12/2023,bronze,
6397,Dra. Ana Cecília Gomes,hfreitas@example.net,1986-09-13,463.581.970-10,+55 (021) 7438-8540,10043.39,False,23/12/2024,,
6398,Juan Rodrigues,oliviarocha@example.com,1963-07-23,753.962.081-12,+55 (011) 9576-1207,8505.86,não,09/07/2024,diamante,
6399,Helena da Luz,ana-cecilia61@example.com,1973-06-12,650.934.781-48,+55 (071) 5230-6612,14436.84,não,09/10/2023,,Quibusdam doloribus eveniet nemo dolores odit delectus exercitationem labore.
6400,Alana Guerra,isabellysilveira@example.net,1955-07-10,381.492.750-88,51 1159 3633,6956.44,,08/11/2023,diamante,
6401,Davi Lucas Martins,calebmachado@example.org,1979-02-10,672.013.849-96,(081) 7232 5171,17250.28,False,09/02/2024,,Soluta veritatis aliquam ratione pariatur reprehenderit.
6402,Ester Pires,lmendonca@example.com,1944-06-08,249.376.051-43,,12880.46,sim,30/04/2024,diamante,
6403,Ryan Machado,tsantos@example.org,1980-05-14,652.493.108-42,(011) 5552 4616,12441.91,,12/03/2024,bronze,Officia vitae odit repellat eveniet.
6404,Srta. Kamilly Martins,aragaobarbara@example.com,2004-07-10,954.016.723-06,11 8209 1574,22165.86,False,20/07/2024,diamante,
6405,Sr. Dante Jesus,aguerra@example.com,1980-01-27,176.092.845-30,+55 11 1404-8160,3509.4,True,07/12/2023,prata,
6406,Daniel Almeida,ana-carolina02@example.com,2000-05-21,824.017.693-31,+55 (051) 5189 2136,14579.02,True,27/12/2024,bronze,
6407,Gabriela Cunha,sousagabriel@example.net,1981-12-11,621.570.839-95,,2670.9,sim,19/08/2024,,
6408,Isabelly Pires,da-cunhajoao-lucas@example.com,1987-10-22,698.054.721-67,41 1587-6477,20220.35,não,18/06/2024,diamante,
6409,Murilo Pimenta,amanda49@example.com,2005-01-13,540.982.136-05,(061) 9691-9213,12385.15,True,24/08/2024,,
6410,Caio Abreu,emanuellanovais@example.net,1950-01-15,879.465.123-09,(084) 1557 5118,23784.3,,,ouro,Amet ea ullam illo aperiam nihil nam sit at ea.
6411,Gabriel da Luz,correiasara@example.net,1981-01-25,108.762.439-87,(011) 4153-5086,17636.63,False,21/06/2024,prata,
6412,Cauã Gomes,vmacedo@example.net,1988-06-26,657.418.390-10,+55 (071) 5515-0104,9305.82,,30/10/2024,bronze,
6413,Matteo Pereira,vlopes@example.org,1969-11-18,106.243.859-06,81 0983 9688,5894.91,não,21/05/2024,ouro,
6414,Luiz Felipe da Conceição,gael-henriquesiqueira@example.net,1961-11-07,647.258.091-01,0300-551-6649,12219.12,sim,12/01/2024,bronze,Dolor amet ab nobis nobis.
6415,Sr. Oliver Gonçalves,brayan96@example.org,1969-03-01,00000000000,+55 51 4336 2555,11014.62,não,,ouro,
6416,Srta. Isabela Sales,carvalholuna@example.net,1956-01-20,513.428.970-05,84 8196-6545,2192.52,True,09/03/2025,diamante,Cumque eaque amet unde illum quos laboriosam sunt.
6417,Théo Cardoso,rcavalcanti@example.com,1949-03-28,415.829.637-46,+55 (011) 5797 8293,23775.68,True,14/04/2024,diamante,
6418,Sra. Ana Luiza Rodrigues,liam03@example.com,1951-08-11,910.542.683-98,+55 (071) 9071 2228,3839.43,não,01/08/2023,bronze,
6419,Cecília Fogaça,arthurcardoso@example.org,1999-01-10,705.412.638-62,+55 (051) 4252 7255,16005.24,,26/01/2024,prata,Molestiae repudiandae sed quasi officia minima earum asperiores unde corporis eaque.
6420,Dr. Isaac Barros,scaldeira@example.com,1954-06-10,170.649.283-96,+55 (021) 3671-8098,11372.37,True,24/11/2023,,
6421,Breno Castro,juan00@example.net,1997-01-30,570.213.968-21,,4533.91,,,diamante,Eum molestias repellendus voluptatum ex minima.
6422,Sr. Samuel Fonseca,ana-liz98@example.org,1995-03-26,764.159.803-00,61 8786-0879,4422.07,False,28/01/2024,ouro,
6423,João Guilherme Pinto,calebe93@example.com,1948-10-05,798.640.135-48,+55 11 7350-5931,23898.1,True,04/06/2024,ouro,Deleniti nobis unde sint odit praesentium sunt sunt aliquid.
6424,Noah Mendonça,miguelcostela@example.com,1976-03-13,896.254.013-42,,21959.74,sim,,diamante,
6425,Vitor Gabriel da Mota,cnascimento@example.net,1993-06-30,673.129.580-95,+55 61 5375-9170,24702.66,,25/03/2024,diamante,Iste impedit dolor dolores nesciunt placeat nisi illo eligendi dolores.
6426,Cecilia Guerra,lorenzofogaca@example.com,1993-11-21,496.573.120-43,(051) 7303 3725,6457.31,True,05/04/2025,bronze,Ducimus nemo ab fuga.
6427,Bernardo Alves,moraesrebeca@example.net,1959-04-26,724.530.681-80,+55 (051) 5009 5875,8148.14,,03/03/2024,ouro,
6428,Benjamin Aparecida,fcasa-grande@example.net,1977-06-27,903.516.284-60,+55 (061) 6085-0525,2160.53,não,18/03/2025,diamante,Sequi sequi eligendi possimus ducimus expedita quos esse.
6429,Cauã Cavalcanti,das-nevesrenan@example.com,2004-10-19,027.453.689-74,51 0889 5337,13771.72,True,21/12/2024,prata,
6430,Mathias Mendonça,ana-liviaduarte@example.com,1954-05-12,916.423.587-46,11 1240 3259,16764.83,não,01/12/2024,,Ut dolore totam quibusdam hic odit blanditiis placeat cupiditate.
6431,Isabel Gomes,novaesbernardo@example.com,1993-10-30,923.784.051-97,,7552.55,,01/04/2024,,Laboriosam facilis provident commodi eveniet corrupti aliquam ut.
6432,Davi Miguel Nascimento,jesushellena@example.org,1985-03-17,862.579.103-40,+55 (071) 9114 1607,18915.35,False,25/01/2025,ouro,Laborum expedita quia eveniet error ipsam labore.
6433,Ana Vitória Cavalcanti,andrepacheco@example.com,1954-07-04,276.981.045-67,+55 (081) 1611 8766,20484.86,False,07/05/2024,ouro,Doloribus doloremque dolores commodi rerum.
6434,Júlia Cassiano,lorena40@example.net,2005-12-10,435.721.986-82,,9935.76,False,,prata,
6435,Pietra Gonçalves,jda-paz@example.com,1975-10-01,734.195.862-64,84 2764-8504,15030.79,sim,06/12/2023,ouro,
6436,Kevin Machado,dante24@example.net,1951-08-06,378.102.456-35,,4527.71,não,07/11/2024,diamante,At veniam non aspernatur nihil voluptatibus aperiam.
6437,Emanuelly Macedo,guerrajulia@example.org,1971-06-11,416.907.235-99,,16198.33,,31/05/2024,diamante,Aliquid repudiandae unde quod consectetur corporis molestias nam quia eaque.
6438,Emanuel Vieira,cnogueira@example.com,1966-05-26,123.958.074-60,(081) 8501-0619,15224.24,sim,21/01/2025,prata,
6439,Pietro Ribeiro,silveiranathan@example.net,1983-10-16,472.053.618-26,+55 71 6698 8002,21970.62,True,,diamante,Labore labore rem fuga harum aspernatur quis quibusdam architecto.
6440,Léo da Mata,larissa30@example.org,1995-05-16,162.347.850-26,,9006.51,True,,ouro,
6441,José Miguel Alves,igorcavalcante@example.net,1997-04-12,190.748.523-60,0300 537 7116,10788.46,sim,,,Eligendi deserunt excepturi assumenda.
6442,Carlos Eduardo Cavalcante,dfernandes@example.com,1998-01-07,00000000000,11 4968-0483,18494.67,True,28/02/2024,,
6443,Felipe Sampaio,cbarros@example.net,1946-02-11,130.597.846-39,+55 81 0251 4673,,False,29/06/2023,diamante,
6444,Dr. Juan Viana,luara31@example.com,1953-02-06,684.012.795-85,(084) 3836 7010,18995.96,,06/07/2024,,
6445,Pedro Lucas Santos,luna57@example.net,1948-12-14,963.021.875-59,+55 21 6155 2598,1699.35,,27/05/2024,,
6446,Jade Almeida,joao-pedrocasa-grande@example.org,1983-08-11,451.978.362-37,71 3947-4116,8892.18,,31/10/2023,bronze,
6447,Samuel Siqueira,dcosta@example.com,1953-06-06,849.627.351-28,(041) 5206 1739,4891.81,True,,diamante,
6448,Brenda Mendonça,maria-helena14@example.org,1954-08-30,790.386.415-75,+55 (061) 7999 3741,14218.8,False,10/07/2024,prata,Qui unde in nam dolor.
6449,Bianca Cavalcanti,oaraujo@example.com,1963-06-03,187.902.463-22,61 0540-5685,9515.56,sim,05/02/2025,,Libero assumenda quas ullam dolore vitae quos eum accusamus tempore.
6450,Davi Lucca Cunha,rporto@example.com,1998-04-01,348.527.609-00,(081) 8475-8652,1427.32,True,07/06/2023,diamante,Cupiditate corporis a cumque aut maiores iste.
6451,Isabella Martins,gael-henrique20@example.net,1961-08-11,182.976.035-12,+55 71 3884 6843,22605.5,sim,13/05/2024,diamante,
6452,Luiz Fernando Sampaio,carolinasouza@example.net,1997-11-25,830.247.169-04,0300-376-8351,21454.57,,20/04/2025,diamante,
6453,Otto Barbosa,labreu@example.com,2002-08-08,135.074.269-43,+55 31 4923-9546,2336.34,False,04/10/2023,,
6454,José Miguel Vasconcelos,da-rosaisaac@example.org,1949-11-30,701.642.853-26,(051) 0624 8903,18090.89,não,25/03/2025,ouro,
6455,Erick Almeida,marianajesus@example.com,1996-01-16,00000000000,+55 (021) 9805 9028,11605.51,True,14/03/2024,ouro,
6456,Cauã Pereira,cavalcanteisabelly@example.org,1960-10-17,237.189.064-22,+55 (081) 8441 7974,14189.61,True,16/03/2025,ouro,
6457,Gabriel Marques,joao-vitor72@example.net,1981-12-16,854.019.372-88,+55 (081) 6543 3485,3804.42,sim,28/04/2024,ouro,Natus ipsa voluptatum eum voluptatibus.
6458,Sofia Mendes,ana-lauracaldeira@example.net,1984-02-07,096.451.283-15,(051) 0105-9847,8034.02,,16/09/2023,ouro,
6459,Manuella Carvalho,otto72@example.org,1989-12-07,731.695.802-21,+55 (081) 5688-3318,17116.87,não,30/09/2023,ouro,
6460,Sra. Maria Helena Costela,wmelo@example.org,1971-12-10,469.507.138-00,(031) 5564-0360,4838.51,True,03/10/2024,diamante,
6461,Sra. Rafaela Nogueira,liz88@example.net,1965-03-19,487.359.012-41,+55 61 7142 2204,1410.42,True,,prata,
6462,Dra. Ana Lívia Barbosa,gomescaroline@example.org,1982-05-20,263.089.751-68,31 1440 4683,17043.89,não,,prata,
6463,Mathias da Mota,marcelanogueira@example.com,1977-12-28,641.793.025-43,+55 61 7074-3933,5631.69,sim,23/07/2024,,
6464,Paulo Cavalcanti,camilacostela@example.com,1954-12-23,641.958.203-24,(081) 0895-9023,6054.14,True,16/07/2023,prata,
6465,Sr. Noah Carvalho,manuella66@example.org,1953-01-06,106.742.895-01,84 9056 7173,10168.22,False,17/01/2025,prata,
6466,Lunna Pastor,sophiacastro@example.com,1956-07-09,697.350.421-34,,20761.58,não,01/03/2024,,Tempora quo occaecati numquam officiis.
6467,Sofia Novaes,gustavo-henrique13@example.com,2004-04-02,163.845.270-90,11 8778-4433,2907.9,sim,,bronze,
6468,Brenda Casa Grande,ayla31@example.com,1992-09-09,674.185.230-17,+55 (011) 9114-8080,12426.86,True,14/10/2024,ouro,
6469,Esther Guerra,emanuelpimenta@example.org,1945-06-27,523.180.649-89,21 4881-6847,16034.85,True,13/08/2023,ouro,
6470,Juan Siqueira,ana-vitoria51@example.org,1951-09-26,473.256.801-71,71 2578-3192,10141.28,True,20/04/2025,diamante,
6471,Ana Julia Marques,maria-fernandapastor@example.org,1984-12-28,274.695.318-82,+55 51 6933 8119,15663.32,,02/12/2024,diamante,Neque minus architecto a magni voluptates quasi voluptates illum harum.
6472,Rhavi Pastor,habreu@example.org,1987-11-16,046.723.589-92,+55 84 1420 3306,23368.61,,21/05/2023,prata,
6473,Hadassa Borges,ana-vitoria64@example.net,1968-10-12,950.243.618-06,+55 (011) 7799 6209,11747.2,,22/05/2024,prata,
6474,Felipe Sales,matheusmartins@example.net,1997-09-22,912.746.538-19,+55 11 2177 6156,13577.5,True,,prata,Commodi similique fugit sapiente placeat impedit quia sit iure repellat.
6475,Otávio Aparecida,stephanyvieira@example.net,1952-02-23,129.635.780-59,(071) 4919 1817,21174.43,não,,prata,
6476,Caio Brito,manuelada-mota@example.org,1951-11-13,906.517.482-67,+55 51 4425 1611,18855.93,False,10/08/2024,bronze,
6477,Luana Monteiro,maria-juliacamara@example.net,1949-04-13,495.206.378-00,71 8269 4197,24381.16,não,23/04/2025,bronze,
6478,Maria Laura Silveira,antonybrito@example.org,1994-11-11,396.472.150-61,(021) 5075-3681,10492.24,,21/07/2024,diamante,
6479,Eduardo Campos,wcostela@example.net,1969-05-14,382.756.910-95,(041) 9472 4263,12297.12,False,31/10/2023,ouro,
6480,Francisco Vargas,ada-conceicao@example.net,2007-04-09,598.306.724-92,+55 (071) 8707 9148,9457.08,True,17/08/2023,diamante,Suscipit asperiores nemo libero cum voluptas.
6481,Dr. Luiz Otávio Correia,sousaisaque@example.net,1955-12-15,943.758.102-97,+55 71 4896 0867,19292.52,False,25/06/2023,diamante,Ipsa sed ad repellat dolore corporis error.
6482,Miguel Pacheco,mateuspereira@example.com,1975-03-23,630.547.918-66,0800-981-6672,21743.74,True,06/01/2024,bronze,
6483,Marcelo Ramos,jesusevelyn@example.com,1994-05-07,031.789.652-03,+55 (051) 2757 8358,22171.22,True,14/03/2024,bronze,
6484,Léo Gonçalves,vinicius15@example.net,2003-12-02,169.872.043-22,+55 61 4035-7366,14789.69,True,,diamante,
6485,Jade Cavalcanti,pda-cruz@example.com,1955-03-24,679.084.123-78,,23866.65,True,05/09/2023,,Fugiat recusandae aliquid corrupti blanditiis quam.
6486,Maria Júlia Sá,teixeiracarolina@example.net,2001-12-29,157.432.096-34,41 9229-9464,19945.33,,22/06/2024,bronze,
6487,Ayla Moreira,imendes@example.org,1994-01-27,120.746.395-70,(011) 6725-4044,6633.91,sim,29/09/2023,diamante,Accusamus vel beatae delectus voluptatum reiciendis.
6488,Dra. Alícia Nascimento,pietra03@example.net,1964-02-04,309.621.547-25,+55 51 0509 9659,13085.34,,12/08/2023,prata,
6489,Sr. Otto Mendes,machadovinicius@example.net,1976-09-28,416.798.053-39,+55 (084) 0990-1833,19316.3,sim,28/09/2023,bronze,Laborum esse sequi quis minus quasi.
6490,Théo Farias,jcosta@example.net,1979-01-31,690.482.751-30,+55 (011) 8504-0009,10218.66,sim,11/10/2024,,Quaerat provident itaque iusto delectus fugit ipsam esse beatae fuga.
6491,Ester Silva,matteo46@example.com,1985-11-21,410.367.985-93,+55 (084) 2694-2621,22907.38,sim,21/05/2023,,Corporis dolorem facere cupiditate dolore quae explicabo ipsum.
6492,Sra. Yasmin Teixeira,liviasousa@example.org,1962-02-15,495.867.013-01,+55 (061) 0420-4724,4861.72,sim,04/04/2024,prata,
6493,Lucca Nogueira,benicio48@example.com,1955-05-19,476.805.931-75,+55 84 8332-3097,1974.46,não,26/10/2024,diamante,
6494,,silvaeloah@example.net,1969-10-08,329.786.041-31,0300-046-2153,6039.18,não,29/08/2023,diamante,
6495,Melina Costela,oliviaalves@example.org,1961-08-04,526.174.083-53,+55 71 2778 7319,3572.18,não,29/12/2023,ouro,
6496,Luiz Gustavo Albuquerque,vcamargo@example.com,1982-10-01,00000000000,(071) 8188-1562,22871.86,sim,01/10/2024,prata,
6497,Dr. Nathan Novaes,heloisa65@example.com,1979-04-11,425.091.387-23,(061) 9656 3309,12890.43,,29/02/2024,bronze,Dolor modi non ipsa nobis nihil deserunt explicabo.
6498,Olívia Monteiro,limadavi-miguel@example.net,1992-07-03,517.964.308-20,+55 84 1858-6592,6234.0,,23/01/2025,diamante,Minima possimus magni molestias earum consectetur earum nisi.
6499,Samuel Freitas,gabrielly70@example.net,1953-04-19,451.609.738-93,,24148.45,,25/05/2023,prata,Sunt ipsam deleniti dolorem suscipit perferendis.
6500,Julia Brito,fda-cunha@example.com,1986-02-16,507.481.369-75,+55 81 1224-3006,4566.66,False,29/12/2023,ouro,
6501,Sr. Benjamin Porto,vcavalcante@example.com,1955-02-26,723.605.149-70,+55 81 2082-2633,5195.08,não,05/03/2024,diamante,
6502,,ulopes@example.com,1952-03-06,538.627.094-00,81 0297 2768,2034.86,True,09/10/2023,diamante,
6503,Maria Flor Barbosa,laviniaalves@example.com,1994-08-05,971.548.023-32,+55 (041) 4095 9465,9989.55,True,,prata,
6504,Ravi Lucca Peixoto,walbuquerque@example.com,1963-09-12,723.850.149-04,0300-809-9426,11350.49,sim,29/01/2024,diamante,
6505,Sra. Clara Machado,nunesenrico@example.com,1973-04-23,256.370.481-26,0500 971 0267,9414.09,,11/10/2023,diamante,
6506,Olivia Vargas,jose-pedro30@example.com,1977-09-08,945.127.806-02,+55 (051) 2852-0671,14860.07,True,23/04/2025,ouro,
6507,João Lucas das Neves,vcirino@example.org,1958-05-20,820.435.671-44,(081) 9727-4510,21701.47,,14/05/2025,ouro,Aperiam repellat architecto libero occaecati.
6508,Letícia Campos,piresfernanda@example.com,1952-07-02,734.981.620-04,(021) 5998-2533,15595.65,sim,14/12/2023,,Maxime nostrum explicabo quibusdam repudiandae doloremque vel.
6509,Gustavo Henrique Fogaça,danilocardoso@example.com,1956-02-12,970.418.256-20,84 9716 8538,10604.33,False,09/07/2023,diamante,
6510,Eloah Albuquerque,ottocarvalho@example.org,1960-11-20,160.532.794-80,(061) 8023 5831,21817.25,sim,11/12/2024,prata,Ipsam ea sint fugiat.
6511,Nathan Almeida,josuealbuquerque@example.net,1964-05-11,675.428.930-92,+55 31 2959-7361,13225.07,,03/11/2024,bronze,
6512,Maria Flor Gomes,pietro96@example.org,1973-06-20,392.871.605-03,(081) 5659 5790,11903.81,sim,09/05/2025,,Nobis dolorem deleniti quaerat autem illo eligendi.
6513,Murilo Cardoso,portosara@example.org,1999-01-02,791.846.035-93,11 6434 0126,24129.49,False,16/09/2023,bronze,
6514,Rafaela Ribeiro,melocaua@example.net,1964-07-27,310.625.947-70,+55 (021) 2731 9825,13246.38,não,03/07/2023,,Odit incidunt aperiam dolore quod recusandae esse.
6515,Thiago Peixoto,vitor-hugosilveira@example.org,1974-02-14,042.658.319-15,+55 31 3019 6679,13677.94,True,15/02/2025,prata,Explicabo maiores voluptates et quos quos.
6516,Anthony Borges,jesusbenicio@example.net,1946-09-22,460.918.572-58,+55 (061) 2874 3871,22000.66,True,12/09/2024,bronze,Modi molestiae eveniet exercitationem laudantium aut reprehenderit iste odio.
6517,Dante Peixoto,tpeixoto@example.com,1996-04-23,698.570.142-67,61 3614-8626,,,16/08/2023,diamante,
6518,Apollo Lima,tfarias@example.org,1952-03-07,346.902.157-07,+55 (021) 7913 2639,13263.95,,,diamante,
6519,Davi Miguel Peixoto,pietro29@example.org,1991-03-16,396.078.251-95,(021) 1116-5294,10016.53,,08/09/2024,prata,Laborum quibusdam quisquam dolorum dolorem consequuntur tenetur in.
6520,Francisco Vasconcelos,albuquerquekamilly@example.org,1957-02-02,410.987.526-94,+55 51 0433 1142,11220.07,sim,02/03/2024,diamante,
